LocationID,Borough,Zone,service_zone,Latitude,Longitude
77,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone,40.66655893903528,-73.89536411750329
78,Bronx,East Tremont,Boro Zone,40.84496041014611,-73.88552181587427
79,Manhattan,East Village,Yellow Zone,40.727620195909545,-73.98593745682462
80,Brooklyn,East Williamsburg,Boro Zone,40.71536988214356,-73.93679314491884
81,Bronx,Eastchester,Boro Zone,40.88093541148944,-73.83664334408303
82,Queens,Elmhurst,Boro Zone,40.739495646778145,-73.87711833280913
83,Queens,Elmhurst/Maspeth,Boro Zone,40.73832381382601,-73.89217338112861
84,Staten Island,Eltingville/Annadale/Prince's Bay,Boro Zone,40.528686446566184,-74.18767433468818
85,Brooklyn,Erasmus,Boro Zone,40.64611634689508,-73.95162318261012
86,Queens,Far Rockaway,Boro Zone,40.60243279341673,-73.755243696796
87,Manhattan,Financial District North,Yellow Zone,40.70680845166585,-74.00749598562427
88,Manhattan,Financial District South,Yellow Zone,40.70335790323615,-74.01151502922326
89,Brooklyn,Flatbush/Ditmas Park,Boro Zone,40.63790012347376,-73.9609682490637
90,Manhattan,Flatiron,Yellow Zone,40.74227862901228,-73.99697141558364
91,Brooklyn,Flatlands,Boro Zone,40.62627276333646,-73.93009701219945
92,Queens,Flushing,Boro Zone,40.76110218983439,-73.82885869884261
93,Queens,Flushing Meadows-Corona Park,Boro Zone,40.740675872160615,-73.84086726234149
94,Bronx,Fordham South,Boro Zone,40.858155196184065,-73.89953593442154
95,Queens,Forest Hills,Boro Zone,40.72143227502132,-73.84766941187527
96,Queens,Forest Park/Highland Park,Boro Zone,40.69700061310114,-73.87155842518149
97,Brooklyn,Fort Greene,Boro Zone,40.690786794210936,-73.974882086189
98,Queens,Fresh Meadows,Boro Zone,40.73446262820093,-73.77725346665986
99,Staten Island,Freshkills Park,Boro Zone,40.57677363548707,-74.18641851305921
100,Manhattan,Garment District,Yellow Zone,40.75351275872571,-73.98878659911529
101,Queens,Glen Oaks,Boro Zone,40.74599381838421,-73.71102598691235
102,Queens,Glendale,Boro Zone,40.7035456107629,-73.87573576709775
103,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,40.689860103660195,-74.04528829364004
103,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,40.698768673626134,-74.04077076873645
103,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,40.68878423861296,-74.01907272636831
104,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,,
105,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,,
106,Brooklyn,Gowanus,Boro Zone,40.67351279686077,-73.99064727363114
107,Manhattan,Gramercy,Yellow Zone,40.73682405761897,-73.98405213268919
108,Brooklyn,Gravesend,Boro Zone,40.588403465290384,-73.98143115020055
109,Staten Island,Great Kills,Boro Zone,40.55186299807707,-74.15088980760535
110,Staten Island,Great Kills Park,Boro Zone,40.54578031659563,-74.12834244237268
111,Brooklyn,Green-Wood Cemetery,Boro Zone,40.65213727041904,-73.99023450433013
112,Brooklyn,Greenpoint,Boro Zone,40.72950628420886,-73.94954030482207
113,Manhattan,Greenwich Village North,Yellow Zone,40.732579073027026,-73.99430477051166
114,Manhattan,Greenwich Village South,Yellow Zone,40.72834039137229,-73.99738026020042
115,Staten Island,Grymes Hill/Clifton,Boro Zone,40.617971375889255,-74.08783880974953
116,Manhattan,Hamilton Heights,Boro Zone,40.827012654925376,-73.94852173020877
117,Queens,Hammels/Arverne,Boro Zone,40.594058752814014,-73.78962208250086
118,Staten Island,Heartland Village/Todt Hill,Boro Zone,40.58655462662629,-74.13297872511696
119,Bronx,Highbridge,Boro Zone,40.83782699169886,-73.92615723620786
120,Manhattan,Highbridge Park,Boro Zone,40.84666774830276,-73.9301821974284
121,Queens,Hillcrest/Pomonok,Boro Zone,40.72833332297307,-73.80244428186222
122,Queens,Hollis,Boro Zone,40.71063928425105,-73.76113699730597
123,Brooklyn,Homecrest,Boro Zone,40.59995429251391,-73.96433367133902
124,Queens,Howard Beach,Boro Zone,40.65824796123061,-73.84491858438535
125,Manhattan,Hudson Sq,Yellow Zone,40.7262904102812,-74.0074858180095
126,Bronx,Hunts Point,Boro Zone,40.81207445859209,-73.88553752149434
127,Manhattan,Inwood,Boro Zone,40.866075000727804,-73.91930823586193
128,Manhattan,Inwood Hill Park,Boro Zone,40.87237880957359,-73.92436981716105
129,Queens,Jackson Heights,Boro Zone,40.75731206303919,-73.88531724061083
130,Queens,Jamaica,Boro Zone,40.70436877745512,-73.79397965822719
131,Queens,Jamaica Estates,Boro Zone,40.720655238749565,-73.77610076139923
132,Queens,JFK Airport,Airports,40.64698489239515,-73.78653298334973
133,Brooklyn,Kensington,Boro Zone,40.640590070674484,-73.9761989895133
134,Queens,Kew Gardens,Boro Zone,40.70805099798806,-73.8287124659753
135,Queens,Kew Gardens Hills,Boro Zone,40.72837768325733,-73.82119590387467
136,Bronx,Kingsbridge Heights,Boro Zone,40.86526419152492,-73.90591118270514
137,Manhattan,Kips Bay,Yellow Zone,40.740438978596416,-73.97649472376759
138,Queens,LaGuardia Airport,Airports,40.77437570593249,-73.87362864289112
139,Queens,Laurelton,Boro Zone,40.67709779790901,-73.74423435166719
140,Manhattan,Lenox Hill East,Yellow Zone,40.765484087889845,-73.95473878380504
141,Manhattan,Lenox Hill West,Yellow Zone,40.76694821638323,-73.9596347414917
142,Manhattan,Lincoln Square East,Yellow Zone,40.77363329302709,-73.98153220639179
143,Manhattan,Lincoln Square West,Yellow Zone,40.775965228760995,-73.98764554944388
144,Manhattan,Little Italy/NoLiTa,Yellow Zone,40.72088889344526,-73.99691854183823
145,Queens,Long Island City/Hunters Point,Boro Zone,40.74537943399853,-73.94889145447938
146,Queens,Long Island City/Queens Plaza,Boro Zone,40.754242520500306,-73.93482888929138
147,Bronx,Longwood,Boro Zone,40.81967597930491,-73.89895638182651
148,Manhattan,Lower East Side,Yellow Zone,40.71893835938027,-73.99089626184735
149,Brooklyn,Madison,Boro Zone,40.60491359556376,-73.94813559494116
150,Brooklyn,Manhattan Beach,Boro Zone,40.58047327426202,-73.94362872180557
151,Manhattan,Manhattan Valley,Yellow Zone,40.79796199310004,-73.96816833309238
152,Manhattan,Manhattanville,Boro Zone,40.81797514762943,-73.95378223705632
153,Manhattan,Marble Hill,Boro Zone,40.87596780221243,-73.91037866410586
154,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,40.59357083658514,-73.90259658693111
155,Brooklyn,Marine Park/Mill Basin,Boro Zone,40.61459098927571,-73.91527709386854
156,Staten Island,Mariners Harbor,Boro Zone,40.63130769285308,-74.16723534170721
157,Queens,Maspeth,Boro Zone,40.723995074933526,-73.90232968131372
158,Manhattan,Meatpacking/West Village West,Yellow Zone,40.735035400696646,-74.00898410478531
159,Bronx,Melrose South,Boro Zone,40.81825974768985,-73.91284939799152
160,Queens,Middle Village,Boro Zone,40.71833677001376,-73.88005140814958
161,Manhattan,Midtown Center,Yellow Zone,40.75802804352625,-73.97769793122406
162,Manhattan,Midtown East,Yellow Zone,40.75668765218883,-73.9723559435203
163,Manhattan,Midtown North,Yellow Zone,40.764421405786784,-73.97756868222716
164,Manhattan,Midtown South,Yellow Zone,40.74857462935672,-73.98515639467682
165,Brooklyn,Midwood,Boro Zone,40.62092404874622,-73.956824605838
166,Manhattan,Morningside Heights,Boro Zone,40.809456961125264,-73.96176359682917
167,Bronx,Morrisania/Melrose,Boro Zone,40.82751255686402,-73.90235177500074
168,Bronx,Mott Haven/Port Morris,Boro Zone,40.80734716766525,-73.91682193806456
169,Bronx,Mount Hope,Boro Zone,40.84905837739125,-73.90512221938542
170,Manhattan,Murray Hill,Yellow Zone,40.7477457936439,-73.97849159965224
171,Queens,Murray Hill-Queens,Boro Zone,40.768351626308466,-73.80954582099433
172,Staten Island,New Dorp/Midland Beach,Boro Zone,40.571768892932596,-74.10501900721488
173,Queens,North Corona,Boro Zone,40.75257923914961,-73.86303754486688
174,Bronx,Norwood,Boro Zone,40.87713760287661,-73.87902225226023
175,Queens,Oakland Gardens,Boro Zone,40.74267210348265,-73.75462173612374
176,Staten Island,Oakwood,Boro Zone,40.5619942345841,-74.1225840297696
177,Brooklyn,Ocean Hill,Boro Zone,40.67664410104019,-73.91363213611349
178,Brooklyn,Ocean Parkway South,Boro Zone,40.61731493715172,-73.97032580128301
179,Queens,Old Astoria,Boro Zone,40.7715702435834,-73.92833318686124
180,Queens,Ozone Park,Boro Zone,40.675594990706735,-73.84704317269407
181,Brooklyn,Park Slope,Boro Zone,40.670374325917244,-73.98141374048748
182,Bronx,Parkchester,Boro Zone,40.837748664353555,-73.85798694048577
183,Bronx,Pelham Bay,Boro Zone,40.849172617182596,-73.83158179959665
184,Bronx,Pelham Bay Park,Boro Zone,40.86827620354779,-73.80785726631285
185,Bronx,Pelham Parkway,Boro Zone,40.85440471268922,-73.85439380221176
186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,40.748497181405,-73.99243753697608
187,Staten Island,Port Richmond,Boro Zone,40.62816687457197,-74.14078750231764
188,Brooklyn,Prospect-Lefferts Gardens,Boro Zone,40.658744450856695,-73.94744164500473
189,Brooklyn,Prospect Heights,Boro Zone,40.67763538934727,-73.96758681222951
190,Brooklyn,Prospect Park,Boro Zone,40.661622158356835,-73.96891374270628
191,Queens,Queens Village,Boro Zone,40.715454515305204,-73.74153176997542
192,Queens,Queensboro Hill,Boro Zone,40.74375148543155,-73.81522935845769
193,Queens,Queensbridge/Ravenswood,Boro Zone,40.760313635026975,-73.94199705818421
194,Manhattan,Randalls Island,Yellow Zone,40.7910007817113,-73.92459630024574
195,Brooklyn,Red Hook,Boro Zone,40.675548862280905,-74.00917849113303
196,Queens,Rego Park,Boro Zone,40.72615563957924,-73.86333855806275
197,Queens,Richmond Hill,Boro Zone,40.69454235438129,-73.83092407449995
198,Queens,Ridgewood,Boro Zone,40.706526794419574,-73.90170926444726
199,Bronx,Rikers Island,Boro Zone,40.79113290307747,-73.8826582470059
200,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,40.89952906437648,-73.90698710771419
201,Queens,Rockaway Park,Boro Zone,40.57798249377509,-73.84345281477813
202,Manhattan,Roosevelt Island,Boro Zone,40.76189974995506,-73.94995171169582
203,Queens,Rosedale,Boro Zone,40.6578534180194,-73.73947255987297
204,Staten Island,Rossville/Woodrow,Boro Zone,40.540334005296096,-74.20782608356566
205,Queens,Saint Albans,Boro Zone,40.691201446806126,-73.76314612543841
206,Staten Island,Saint George/New Brighton,Boro Zone,40.638972205166496,-74.10231250352736
207,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,40.76398558883055,-73.8993525643454
208,Bronx,Schuylerville/Edgewater Park,Boro Zone,40.82331858387752,-73.82354011891952
209,Manhattan,Seaport,Yellow Zone,40.7090727427931,-74.00366456329897
210,Brooklyn,Sheepshead Bay,Boro Zone,40.592023464364296,-73.94050716694062
211,Manhattan,SoHo,Yellow Zone,40.72388811004171,-74.00153756565634
212,Bronx,Soundview/Bruckner,Boro Zone,40.82790214858741,-73.86967965711676
213,Bronx,Soundview/Castle Hill,Boro Zone,40.81785855770815,-73.85813498781431
214,Staten Island,South Beach/Dongan Hills,Boro Zone,40.586786633051915,-74.0855123582692
215,Queens,South Jamaica,Boro Zone,40.69442755408876,-73.79096393223053
216,Queens,South Ozone Park,Boro Zone,40.67615403721377,-73.8194596368276
217,Brooklyn,South Williamsburg,Boro Zone,40.703916440465754,-73.9585968450717
218,Queens,Springfield Gardens North,Boro Zone,40.67208970676732,-73.77303565610492
219,Queens,Springfield Gardens South,Boro Zone,40.66218488071141,-73.7645057855823
220,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,40.88240311320921,-73.91066467564433
221,Staten Island,Stapleton,Boro Zone,40.61876927873207,-74.0737044453025
222,Brooklyn,Starrett City,Boro Zone,40.64752703432359,-73.88241292571811
223,Queens,Steinway,Boro Zone,40.777426920532776,-73.90540773409826
224,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,40.73182063601676,-73.97659767323343
225,Brooklyn,Stuyvesant Heights,Boro Zone,40.688168186954954,-73.93188826440709
226,Queens,Sunnyside,Boro Zone,40.73769895644442,-73.92467306585047
227,Brooklyn,Sunset Park East,Boro Zone,40.64188631576522,-74.00465205914723
228,Brooklyn,Sunset Park West,Boro Zone,40.652354649538424,-74.01127116962887
229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,40.75672894163307,-73.96514579918421
230,Manhattan,Times Sq/Theatre District,Yellow Zone,40.75981761719185,-73.9841964890757
231,Manhattan,TriBeCa/Civic Center,Yellow Zone,40.717772736265175,-74.00787970866403
232,Manhattan,Two Bridges/Seward Park,Yellow Zone,40.7147325069394,-73.98302455833488
233,Manhattan,UN/Turtle Bay South,Yellow Zone,40.74991407790216,-73.97044256869235
234,Manhattan,Union Sq,Yellow Zone,40.74033744175701,-73.99045782354732
235,Bronx,University Heights/Morris Heights,Boro Zone,40.852521149263495,-73.91597542466435
236,Manhattan,Upper East Side North,Yellow Zone,40.78043643718997,-73.95701169835739
237,Manhattan,Upper East Side South,Yellow Zone,40.76861518381155,-73.96563453538072
238,Manhattan,Upper West Side North,Yellow Zone,40.79170493442709,-73.97304890061595
239,Manhattan,Upper West Side South,Yellow Zone,40.783961430313774,-73.97863194845081
240,Bronx,Van Cortlandt Park,Boro Zone,40.894599127507,-73.88197807761944
241,Bronx,Van Cortlandt Village,Boro Zone,40.876512375445536,-73.89562001785477
242,Bronx,Van Nest/Morris Park,Boro Zone,40.8467828958098,-73.85067057708342
243,Manhattan,Washington Heights North,Boro Zone,40.85710828331443,-73.93283148761297
244,Manhattan,Washington Heights South,Boro Zone,40.841708771119784,-73.94139910573641
245,Staten Island,West Brighton,Boro Zone,40.630049391830696,-74.10286011016638
246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,40.75330906598335,-74.0040151252865
247,Bronx,West Concourse,Boro Zone,40.828988230484576,-73.92440873264252
248,Bronx,West Farms/Bronx River,Boro Zone,40.83416531682759,-73.87228927297001
249,Manhattan,West Village,Yellow Zone,40.73457600733175,-74.00287495910834
250,Bronx,Westchester Village/Unionport,Boro Zone,40.83210165963213,-73.84864070062379
251,Staten Island,Westerleigh,Boro Zone,40.61688000771182,-74.12534779829359
252,Queens,Whitestone,Boro Zone,40.788193016728655,-73.81565681271002
253,Queens,Willets Point,Boro Zone,40.76063075217261,-73.84124393899134
254,Bronx,Williamsbridge/Olinville,Boro Zone,40.88215708304705,-73.8589482397575
255,Brooklyn,Williamsburg (North Side),Boro Zone,40.718803918129915,-73.95741813122189
256,Brooklyn,Williamsburg (South Side),Boro Zone,40.710879933377385,-73.9599046273053
257,Brooklyn,Windsor Terrace,Boro Zone,40.65361187133663,-73.97798241330011
258,Queens,Woodhaven,Boro Zone,40.68872135698128,-73.85576675985419
259,Bronx,Woodlawn/Wakefield,Boro Zone,40.897932025294686,-73.8522154537012
260,Queens,Woodside,Boro Zone,40.74423471780148,-73.9063064419788
261,Manhattan,World Trade Center,Yellow Zone,40.70913894067186,-74.01302277174902
262,Manhattan,Yorkville East,Yellow Zone,40.77593240314994,-73.94651035601464
263,Manhattan,Yorkville West,Yellow Zone,40.77876585543437,-73.951009874818
